,fluxes,kcat,MW,kcat_MW,equ
METSOX1tex_num4,0.0,,,,metsox_S__L_e --> metsox_S__L_p
METSOX2tex_num2,0.0,,,,metsox_R__L_e --> metsox_R__L_p
METSOX2tex_num3,0.0,,,,metsox_R__L_e --> metsox_R__L_p
METSOX2tex_num4,0.0,,,,metsox_R__L_e --> metsox_R__L_p
3UMPtex_num2,0.0,,,,3ump_e --> 3ump_p
3UMPtex_num3,0.0,,,,3ump_e --> 3ump_p
3UMPtex_num4,0.0,,,,3ump_e --> 3ump_p
MSO3tex_num2,0.0,,,,mso3_e --> mso3_p
MSO3tex_num3,0.0,,,,mso3_e --> mso3_p
MSO3tex_num4,0.0,,,,mso3_e --> mso3_p
3PEPTabcpp_num2,0.0,26082.6351408,265.1468967549,98.3705088010538,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
3PEPTabcpp_num3,0.0,26082.6351408,266.46595275,97.8835564980074,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
4PEPTabcpp_num2,0.0,49599.608148,273.1978006537,181.5520038203801,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
3GMPtex_num2,0.0,,,,3gmp_e --> 3gmp_p
3GMPtex_num3,0.0,,,,3gmp_e --> 3gmp_p
3GMPtex_num4,0.0,,,,3gmp_e --> 3gmp_p
SO4tex_num2,0.0,,,,so4_e --> so4_p
SO4tex_num3,0.0,,,,so4_e --> so4_p
SO4tex_num4,0.0,,,,so4_e --> so4_p
METSOXR1_num2,0.0,9516.0982104,51.3381823554,185.36102709135065,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR1_num3,0.0,9516.0982104,46.3876609968,205.14287648727228,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR1_num4,0.0,9516.0982104,128.9831250929,73.77785430106486,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2_num2,0.0,9462.1843548,40.951887638,231.0561222096113,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2_num3,0.0,9462.1843548,36.0013662794,262.8284793795247,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2_num4,0.0,9462.1843548,68.413399854,138.3089332644351,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
AMPTASECG_num2,0.0,81038.05956000001,130.64941230969998,620.2711372930025,cgly_c + h2o_c --> cys__L_c + gly_c
AMPTASECG_num3,0.0,81038.05956000001,434.9026805897,186.33607741878623,cgly_c + h2o_c --> cys__L_c + gly_c
AMPTASECG_num4,0.0,81038.05956000001,139.77846320839998,579.7606991799437,cgly_c + h2o_c --> cys__L_c + gly_c
DOPAtex_num2,0.0,,,,dopa_e --> dopa_p
DOPAtex_num3,0.0,,,,dopa_e --> dopa_p
DOPAtex_num4,0.0,,,,dopa_e --> dopa_p
4HOXPACDtex_num2,0.0,,,,4hoxpacd_e --> 4hoxpacd_p
4HOXPACDtex_num3,0.0,,,,4hoxpacd_e --> 4hoxpacd_p
4HOXPACDtex_num4,0.0,,,,4hoxpacd_e --> 4hoxpacd_p
SPMDtex_num2,0.0,,,,spmd_e --> spmd_p
SPMDtex_num3,0.0,,,,spmd_e --> spmd_p
SPMDtex_num4,0.0,,,,spmd_e --> spmd_p
ETHAtex_num2,0.0,,,,etha_e --> etha_p
ETHAtex_num3,0.0,,,,etha_e --> etha_p
ETHAtex_num4,0.0,,,,etha_e --> etha_p
G3PStex_num2,0.0,,,,g3ps_e --> g3ps_p
G3PStex_num3,0.0,,,,g3ps_e --> g3ps_p
G3PStex_num4,0.0,,,,g3ps_e --> g3ps_p
PTHRpp_num2,0.0,21548.4839532,130.5943360756,165.00320458557832,h2o_p + thrp_p --> pi_p + thr__L_p
FLVR_num2,0.0,11168.072226,1038.3272788776,10.7558305104652,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c
SUCCtex_num2,0.0,,,,succ_e --> succ_p
SUCCtex_num3,0.0,,,,succ_e --> succ_p
SUCCtex_num4,0.0,,,,succ_e --> succ_p
SUCRtex_num2,0.0,,,,sucr_e --> sucr_p
SUCRtex_num3,0.0,,,,sucr_e --> sucr_p
SUCRtex_num4,0.0,,,,sucr_e --> sucr_p
AGM4PApp_num2,0.0,24410.5069536,60.2726833912,405.001164377626,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PApp_num3,0.0,24410.5069536,63.3775565596,385.1601146952464,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PApp_num4,0.0,24410.5069536,41.0395869652,594.8039139453127,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
CD2t3pp_num2,0.0,,,,cd2_c + h_p --> cd2_p + h_c
GLYC2Ptex_num2,0.0,,,,glyc2p_e --> glyc2p_p
GLYC2Ptex_num3,0.0,,,,glyc2p_e --> glyc2p_p
GLYC2Ptex_num4,0.0,,,,glyc2p_e --> glyc2p_p
PSERtex_num2,0.0,,,,pser__L_e --> pser__L_p
PSERtex_num3,0.0,,,,pser__L_e --> pser__L_p
PSERtex_num4,0.0,,,,pser__L_e --> pser__L_p
TARTRtex_num2,0.0,,,,tartr__L_e --> tartr__L_p
TARTRtex_num3,0.0,,,,tartr__L_e --> tartr__L_p
TARTRtex_num4,0.0,,,,tartr__L_e --> tartr__L_p
R5Ptex_num2,0.0,,,,r5p_e --> r5p_p
R5Ptex_num3,0.0,,,,r5p_e --> r5p_p
R5Ptex_num4,0.0,,,,r5p_e --> r5p_p
THRPtex_num2,0.0,,,,thrp_e --> thrp_p
THRPtex_num3,0.0,,,,thrp_e --> thrp_p
THRPtex_num4,0.0,,,,thrp_e --> thrp_p
TYRPtex_num2,0.0,,,,tyrp_e --> tyrp_p
TYRPtex_num3,0.0,,,,tyrp_e --> tyrp_p
TYRPtex_num4,0.0,,,,tyrp_e --> tyrp_p
R5PPpp_num2,0.0,23570.4705408,130.5943360756,180.4861623336807,h2o_p + r5p_p --> pi_p + rib__D_p
PSP_Lpp_num2,0.0,23226.3900936,130.5943360756,177.85143515071303,h2o_p + pser__L_p --> pi_p + ser__L_p
PAPSR2_num2,0.0,25460.248014,85.96792587430001,296.1598497935996,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
PAPSR2_num3,0.0,25460.248014,86.6909170145,293.6899145932612,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
PAPSR2_num4,0.0,25460.248014,107.9193052116,235.9193099332828,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
GRXR_num2,0.0,11950.2672876,32.1610867046,371.5753574300321,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
GRXR_num3,0.0073407414654756515,11950.2672876,12.068563287499998,990.1980047598108,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
GRXR_num4,0.0,11950.2672876,12.7915544277,934.2310471448098,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
RNDR1b_num2,0.0,22837.6664424,341.0165885031,66.96937102868354,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR1b_num3,0.0,22837.6664424,320.924065086,71.16221227061938,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR1b_num4,0.0,22837.6664424,342.875312346,66.60633069829831,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
Kabcpp_num2,0.0,,,,atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c
RNDR2b_num2,0.0,27735.0097068,321.6470562262,86.22808500785783,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
RNDR2b_num3,0.0,27735.0097068,341.0165885031,81.33038286654455,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
RNDR2b_num4,0.0,27735.0097068,320.924065086,86.42234323988038,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
TAURtex_num2,0.0,,,,taur_e --> taur_p
TAURtex_num3,0.0,,,,taur_e --> taur_p
TAURtex_num4,0.0,,,,taur_e --> taur_p
LEUabcpp_num2,0.0,,,,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c
L_LACt2rpp_num2,0.0,,,,h_p + lac__L_p --> h_c + lac__L_c
THRtex_num2,0.0,,,,thr__L_e --> thr__L_p
THRtex_num3,0.0,,,,thr__L_e --> thr__L_p
THRtex_num4,0.0,,,,thr__L_e --> thr__L_p
MALt2_3pp_num2,0.0,,,,3.0 h_p + mal__L_p --> 3.0 h_c + mal__L_c
THMDtex_num2,0.0,,,,thymd_e --> thymd_p
THMDtex_num3,0.0,,,,thymd_e --> thymd_p
THMDtex_num4,0.0,,,,thymd_e --> thymd_p
FACOAL80t2pp_num2,0.0,17459.32014,80.2674696063,217.5142710444888,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c
MELIBt2pp_num2,0.0,,,,h_p + melib_p --> h_c + melib_c
CITtex_num2,0.0,,,,cit_e --> cit_p
CITtex_num3,0.0,,,,cit_e --> cit_p
CITtex_num4,0.0,,,,cit_e --> cit_p
ACGAtex_num2,0.0,,,,acgam_e --> acgam_p
ACGAtex_num3,0.0,,,,acgam_e --> acgam_p
ACGAtex_num4,0.0,,,,acgam_e --> acgam_p
METDtex_num2,0.0,,,,met__D_e --> met__D_p
METDtex_num3,0.0,,,,met__D_e --> met__D_p
METDtex_num4,0.0,,,,met__D_e --> met__D_p
SUCCt2_3pp_num2,0.0,,,,3.0 h_p + succ_p --> 3.0 h_c + succ_c
MNLptspp_num2,0.0,,,,mnl_p + pep_c --> mnl1p_c + pyr_c
MNLptspp_num3,0.0,,,,mnl_p + pep_c --> mnl1p_c + pyr_c
MN6PP_num2,0.0,11553.0147432,40.1684050944,287.6144750096299,h2o_c + man6p_c --> man_c + pi_c
MN6PP_num3,0.0,11553.0147432,32.1346712446,359.5186848267944,h2o_c + man6p_c --> man_c + pi_c
MN6PP_num4,0.0,11553.0147432,39.2371280521,294.4408858838912,h2o_c + man6p_c --> man_c + pi_c
NH4tpp_num2,0.0,,,,nh4_p --> nh4_c
METtex_num2,0.0,,,,met__L_e --> met__L_p
METtex_num3,0.0,,,,met__L_e --> met__L_p
METtex_num4,0.0,,,,met__L_e --> met__L_p
F6PP_num2,0.0,18699.0304284,39.2548264103,476.3498437861795,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num3,0.0,18699.0304284,40.1684050944,465.5158795689124,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num4,0.0,18699.0304284,27.4453987854,681.3174978658803,f6p_c + h2o_c --> fru_c + pi_c
F6PP_num5,0.0,18699.0304284,39.2371280521,476.5647068656753,f6p_c + h2o_c --> fru_c + pi_c
NO2t2rpp_num2,0.0,,,,h_p + no2_p --> h_c + no2_c
NO3t7pp_num2,0.0,,,,no2_c + no3_p --> no2_p + no3_c
FACOAL60t2pp_num2,0.0,24310.9100232,80.2674696063,302.8737562357628,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c
INSt2pp_num2,0.0,,,,h_p + ins_p --> h_c + ins_c
INSt2pp_num3,0.0,,,,h_p + ins_p --> h_c + ins_c
PROt2rpp_num2,0.0,,,,h_p + pro__L_p --> h_c + pro__L_c
MNLtex_num2,0.0,,,,mnl_e --> mnl_p
MNLtex_num3,0.0,,,,mnl_e --> mnl_p
MNLtex_num4,0.0,,,,mnl_e --> mnl_p
PTRCabcpp_num2,0.0,,,,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
PTRCabcpp_num3,0.0,,,,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
GDPDPK_num2,0.0,40330.378944,104.7932996752,384.8564657187184,atp_c + gdp_c --> amp_c + h_c + ppgpp_c
G6Ptex_num2,0.0,,,,g6p_e --> g6p_p
G6Ptex_num3,0.0,,,,g6p_e --> g6p_p
G6Ptex_num4,0.0,,,,g6p_e --> g6p_p
NTD12_num2,0.0,9521.232462,35.5293220092,267.9823853529927,dimp_c + h2o_c --> din_c + pi_c
NTD12_num3,0.0,9521.232462,59.9843586453,158.72858653538384,dimp_c + h2o_c --> din_c + pi_c
NTD12_num4,0.0,9521.232462,26.7527854242,355.8968649816664,dimp_c + h2o_c --> din_c + pi_c
NAtex_num2,0.0,,,,na1_e --> na1_p
NAtex_num3,0.0,,,,na1_e --> na1_p
NAtex_num4,0.0,,,,na1_e --> na1_p
MOBDabcpp_num2,0.0,,,,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c
MOBDabcpp_num3,0.0,,,,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c
MOBDtex_num2,0.0,,,,mobd_e --> mobd_p
MOBDtex_num3,0.0,,,,mobd_e --> mobd_p
MOBDtex_num4,0.0,,,,mobd_e --> mobd_p
NI2uabcpp_num2,0.0,,,,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c
NI2tex_num2,0.0,,,,ni2_e --> ni2_p
NI2tex_num3,0.0,,,,ni2_e --> ni2_p
NI2tex_num4,0.0,,,,ni2_e --> ni2_p
NTD10pp_num2,0.0,16669.85067,80.334696952,207.5049922695325,h2o_p + xmp_p --> pi_p + xtsn_p
NTD1pp_num2,0.0,18062.0880984,137.9074561766,130.97252751345258,dump_p + h2o_p --> duri_p + pi_p
NTD2pp_num2,0.0,28742.7416436,137.9074561766,208.4205048840357,h2o_p + ump_p --> pi_p + uri_p
NTD2pp_num3,0.0,28742.7416436,130.5943360756,220.0917934676819,h2o_p + ump_p --> pi_p + uri_p
NACtex_num2,0.0,,,,nac_e --> nac_p
NACtex_num3,0.0,,,,nac_e --> nac_p
NACtex_num4,0.0,,,,nac_e --> nac_p
NTD3pp_num2,0.0,17056.307249999998,137.9074561766,123.6793696503126,dcmp_p + h2o_p --> dcyt_p + pi_p
NTD4pp_num2,0.0,16503.426993600002,80.334696952,205.4333634128328,cmp_p + h2o_p --> cytd_p + pi_p
NTD4pp_num3,0.0,16503.426993600002,130.5943360756,126.3716903009201,cmp_p + h2o_p --> cytd_p + pi_p
NTD5pp_num2,0.0,18932.0878836,80.334696952,235.66514347980828,dtmp_p + h2o_p --> pi_p + thymd_p
DNTPPA_num2,0.0001876846304518626,9493.6061916,19.7153106483,481.5346996532671,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c
NTD6pp_num2,0.0,18118.849698,137.9074561766,131.3841194692009,damp_p + h2o_p --> dad_2_p + pi_p
NTD7pp_num2,0.0,16283.3190876,80.334696952,202.6934774812095,amp_p + h2o_p --> adn_p + pi_p
NTD7pp_num3,0.0,16283.3190876,130.5943360756,124.68625804853986,amp_p + h2o_p --> adn_p + pi_p
NTD9pp_num2,0.0,17969.2640316,80.334696952,223.67998776838155,gmp_p + h2o_p --> gsn_p + pi_p
NTD9pp_num3,0.0,17969.2640316,130.5943360756,137.59604414388795,gmp_p + h2o_p --> gsn_p + pi_p
NH4tex_num2,0.0,,,,nh4_e --> nh4_p
NH4tex_num3,0.0,,,,nh4_e --> nh4_p
NH4tex_num4,0.0,,,,nh4_e --> nh4_p
H2O2tex_num2,0.0,,,,h2o2_e --> h2o2_p
H2O2tex_num3,0.0,,,,h2o2_e --> h2o2_p
H2O2tex_num4,0.0,,,,h2o2_e --> h2o2_p
URIH_num2,0.0,12358.14336,178.293788816,69.31337003979236,h2o_c + uri_c --> rib__D_c + ura_c
URIH_num3,0.0,12358.14336,43.0054254984,287.3624250144852,h2o_c + uri_c --> rib__D_c + ura_c
ADEtex_num2,0.0,,,,ade_e --> ade_p
ADEtex_num3,0.0,,,,ade_e --> ade_p
ADEtex_num4,0.0,,,,ade_e --> ade_p
ASO3tex_num2,0.0,,,,aso3_e --> aso3_p
ASO3tex_num3,0.0,,,,aso3_e --> aso3_p
ASO3tex_num4,0.0,,,,aso3_e --> aso3_p
AGMtex_num2,0.0,,,,agm_e --> agm_p
AGMtex_num3,0.0,,,,agm_e --> agm_p
AGMtex_num4,0.0,,,,agm_e --> agm_p
ALAtex_num2,0.0,,,,ala__L_e --> ala__L_p
ALAtex_num3,0.0,,,,ala__L_e --> ala__L_p
ALAtex_num4,0.0,,,,ala__L_e --> ala__L_p
BALAtex_num2,0.0,,,,ala_B_e --> ala_B_p
BALAtex_num3,0.0,,,,ala_B_e --> ala_B_p
BALAtex_num4,0.0,,,,ala_B_e --> ala_B_p
DALAtex_num2,0.0,,,,ala__D_e --> ala__D_p
DALAtex_num3,0.0,,,,ala__D_e --> ala__D_p
DALAtex_num4,0.0,,,,ala__D_e --> ala__D_p
MANGLYCtex_num2,0.0,,,,manglyc_e --> manglyc_p
MANGLYCtex_num3,0.0,,,,manglyc_e --> manglyc_p
MANGLYCtex_num4,0.0,,,,manglyc_e --> manglyc_p
AMPtex_num2,0.0,,,,amp_e --> amp_p
AMPtex_num3,0.0,,,,amp_e --> amp_p
AMPtex_num4,0.0,,,,amp_e --> amp_p
FRUURtex_num2,0.0,,,,fruur_e --> fruur_p
FRUURtex_num3,0.0,,,,fruur_e --> fruur_p
FRUURtex_num4,0.0,,,,fruur_e --> fruur_p
ARBtex_num2,0.0,,,,arab__L_e --> arab__L_p
ARBtex_num3,0.0,,,,arab__L_e --> arab__L_p
ARBtex_num4,0.0,,,,arab__L_e --> arab__L_p
ARGtex_num2,0.0,,,,arg__L_e --> arg__L_p
ARGtex_num3,0.0,,,,arg__L_e --> arg__L_p
ARGtex_num4,0.0,,,,arg__L_e --> arg__L_p
ASCBtex_num2,0.0,,,,ascb__L_e --> ascb__L_p
ASCBtex_num3,0.0,,,,ascb__L_e --> ascb__L_p
ASCBtex_num4,0.0,,,,ascb__L_e --> ascb__L_p
FACOAL100t2pp_num2,0.0,19405.0535616,80.2674696063,241.7548934428717,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c
RIBabcpp_num2,0.0,,,,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c
RIBabcpp_num3,0.0,,,,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c
FACOAL120t2pp_num2,0.0,19622.5599708,164.652845272,119.17534700590386,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c
GLYCAt2rpp_num2,0.0,,,,glyc__R_p + h_p --> glyc__R_c + h_c
GLYCAtex_num2,0.0,,,,glyc__R_e --> glyc__R_p
GLYCAtex_num3,0.0,,,,glyc__R_e --> glyc__R_p
GLYCAtex_num4,0.0,,,,glyc__R_e --> glyc__R_p
FACOAL140t2pp_num2,0.0,15392.7964368,164.652845272,93.48636770516602,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c
BUTtex_num2,0.0,,,,but_e --> but_p
BUTtex_num3,0.0,,,,but_e --> but_p
BUTtex_num4,0.0,,,,but_e --> but_p
CHLtex_num2,0.0,,,,chol_e --> chol_p
CHLtex_num3,0.0,,,,chol_e --> chol_p
CHLtex_num4,0.0,,,,chol_e --> chol_p
GLYBabcpp_num2,0.0,,,,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c
MMETtex_num2,0.0,,,,mmet_e --> mmet_p
MMETtex_num3,0.0,,,,mmet_e --> mmet_p
MMETtex_num4,0.0,,,,mmet_e --> mmet_p
FE3tex_num2,0.0,,,,fe3_e --> fe3_p
FE3tex_num3,0.0,,,,fe3_e --> fe3_p
FE3tex_num4,0.0,,,,fe3_e --> fe3_p
MG2tex_num2,0.0,,,,mg2_e --> mg2_p
MG2tex_num3,0.0,,,,mg2_e --> mg2_p
MG2tex_num4,0.0,,,,mg2_e --> mg2_p
Zn2tex_num2,0.0,,,,zn2_e --> zn2_p
Zn2tex_num3,0.0,,,,zn2_e --> zn2_p
Zn2tex_num4,0.0,,,,zn2_e --> zn2_p
CD2tex_num2,0.0,,,,cd2_e --> cd2_p
CD2tex_num3,0.0,,,,cd2_e --> cd2_p
CD2tex_num4,0.0,,,,cd2_e --> cd2_p
GLYCtpp_num2,0.0,,,,glyc_c --> glyc_p
H2Otpp_num2,0.0,,,,h2o_p --> h2o_c
CO2tex_num2,0.0,,,,co2_e --> co2_p
CO2tex_num3,0.0,,,,co2_e --> co2_p
CO2tex_num4,0.0,,,,co2_e --> co2_p
CRNtex_num2,0.0,,,,crn_e --> crn_p
CRNtex_num3,0.0,,,,crn_e --> crn_p
CRNtex_num4,0.0,,,,crn_e --> crn_p
COBALT2tex_num2,0.0,,,,cobalt2_e --> cobalt2_p
COBALT2tex_num3,0.0,,,,cobalt2_e --> cobalt2_p
COBALT2tex_num4,0.0,,,,cobalt2_e --> cobalt2_p
LCTSt3ipp_num2,0.0,,,,h_p + lcts_c --> h_c + lcts_p
LCTSt3ipp_num3,0.0,,,,h_p + lcts_c --> h_c + lcts_p
DINStex_num2,0.0,,,,din_e --> din_p
DINStex_num3,0.0,,,,din_e --> din_p
DINStex_num4,0.0,,,,din_e --> din_p
NTD12pp_num2,0.0,17007.5433852,137.9074561766,123.32577118542936,dimp_p + h2o_p --> din_p + pi_p
PPA2_num2,0.0,9737.9170488,35.5293220092,274.08113913005303,h2o_c + pppi_c --> h_c + pi_c + ppi_c
DIMPtex_num2,0.0,,,,dimp_e --> dimp_p
DIMPtex_num3,0.0,,,,dimp_e --> dimp_p
DIMPtex_num4,0.0,,,,dimp_e --> dimp_p
GNK_num2,0.0,26754.973524,27.741516092,964.4380442392442,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
3NTD7pp_num2,0.0,55966.42332,130.5943360756,428.55168916055817,3amp_p + h2o_p --> adn_p + pi_p
DMStex_num2,0.0,,,,dms_e --> dms_p
DMStex_num3,0.0,,,,dms_e --> dms_p
DMStex_num4,0.0,,,,dms_e --> dms_p
3NTD4pp_num2,0.0,46917.559116,93.5532572906,501.50641970981553,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD4pp_num3,0.0,46917.559116,130.5943360756,359.2618219586476,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD2pp_num2,0.0,44836.482564,130.5943360756,343.3263946305031,3ump_p + h2o_p --> pi_p + uri_p
3NTD9pp_num2,0.0,39469.580028,130.5943360756,302.23041223741416,3gmp_p + h2o_p --> gsn_p + pi_p
FHL_num2,0.0,166094.043336,411.4107516252,403.71828563030266,for_c + h_c --> co2_c + h2_c
CSNtex_num2,0.0,,,,csn_e --> csn_p
CSNtex_num3,0.0,,,,csn_e --> csn_p
CSNtex_num4,0.0,,,,csn_e --> csn_p
GLYCLTDy_num2,0.0,62636.42448,93.498841443,669.9165841342027,glx_c + h_c + nadph_c --> glyclt_c + nadp_c
LYSDC_num2,0.0,11370.9205044,1073.2617247275998,10.594732153786632,h_c + lys__L_c --> 15dap_c + co2_c
GLCNt2rpp_num2,0.0,,,,glcn_p + h_p --> glcn_c + h_c
GLCNt2rpp_num3,0.0,,,,glcn_p + h_p --> glcn_c + h_c
GLCNt2rpp_num4,0.0,,,,glcn_p + h_p --> glcn_c + h_c
GLCptspp_num2,0.0,,,,glc__D_p + pep_c --> g6p_c + pyr_c
GLCptspp_num3,0.0,,,,glc__D_p + pep_c --> g6p_c + pyr_c
GLCRt2rpp_num2,0.0,,,,glcr_p + h_p --> glcr_c + h_c
XANt2pp_num2,0.0,,,,h_p + xan_p --> h_c + xan_c
XANt2pp_num3,0.0,,,,h_p + xan_p --> h_c + xan_c
GLCURt2rpp_num2,0.0,,,,glcur_p + h_p --> glcur_c + h_c
SPMDabcpp_num2,0.0,,,,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c
CYNTtex_num2,0.0,,,,cynt_e --> cynt_p
CYNTtex_num3,0.0,,,,cynt_e --> cynt_p
CYNTtex_num4,0.0,,,,cynt_e --> cynt_p
HG2tex_num2,0.0,,,,hg2_e --> hg2_p
HG2tex_num3,0.0,,,,hg2_e --> hg2_p
HG2tex_num4,0.0,,,,hg2_e --> hg2_p
NTPP5_num2,0.0,21294.5677704,80.3354894158,265.0704928202241,datp_c + h2o_c --> damp_c + h_c + ppi_c
XTSNtex_num2,0.0,,,,xtsn_e --> xtsn_p
XTSNtex_num3,0.0,,,,xtsn_e --> xtsn_p
XTSNtex_num4,0.0,,,,xtsn_e --> xtsn_p
CYStex_num2,0.0,,,,cys__L_e --> cys__L_p
CYStex_num3,0.0,,,,cys__L_e --> cys__L_p
CYStex_num4,0.0,,,,cys__L_e --> cys__L_p
THRD_L_num2,0.08150646935806678,57035.450556,186.1360105808,306.4181421855575,thr__L_c --> 2obut_c + nh4_c
NTD3_num2,0.0,11259.2880576,35.5293220092,316.90129225332555,dcmp_c + h2o_c --> dcyt_c + pi_c
NTD3_num3,0.0,11259.2880576,26.7527854242,420.8641410256701,dcmp_c + h2o_c --> dcyt_c + pi_c
CYTDtex_num2,0.0,,,,cytd_e --> cytd_p
CYTDtex_num3,0.0,,,,cytd_e --> cytd_p
CYTDtex_num4,0.0,,,,cytd_e --> cytd_p
4PEPTtex_num2,0.0,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
4PEPTtex_num3,0.0,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
4PEPTtex_num4,0.0,,,,LalaDgluMdapDala_e --> LalaDgluMdapDala_p
DHAtex_num2,0.0,,,,dha_e --> dha_p
DHAtex_num3,0.0,,,,dha_e --> dha_p
DHAtex_num4,0.0,,,,dha_e --> dha_p
ETOHtex_num2,0.0,,,,etoh_e --> etoh_p
ETOHtex_num3,0.0,,,,etoh_e --> etoh_p
ETOHtex_num4,0.0,,,,etoh_e --> etoh_p
GALabcpp_num2,0.0,,,,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c
GLYCLTt2rpp_num2,0.0,,,,glyclt_p + h_p --> glyclt_c + h_c
RNDR2_num2,0.0,10997.845776,362.0765781427,30.374363987900864,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
DCAtex_num2,0.0,,,,dca_e --> dca_p
DCAtex_num3,0.0,,,,dca_e --> dca_p
DCAtex_num4,0.0,,,,dca_e --> dca_p
DHFR_num2,0.007528426095927514,17578.9038888,23.7731215362,739.444496677986,dhf_c + h_c + nadph_c --> nadp_c + thf_c
HACD3_num2,0.0,39593.451204000005,101.7948808106,388.9532645327003,3oocoa_c + h_c + nadh_c --> 3hocoa_c + nad_c
TYRTA_num2,0.0,69547.959756,115.0071014388,604.7275245260339,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
TYRTA_num3,0.0,69547.959756,270.1798343487,257.4135850059034,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
SHKK_num2,0.10692104435452934,61262.159292,25.2938595684,2422.0170562082085,atp_c + skm_c --> adp_c + h_c + skm5p_c
ACACtex_num2,0.0,,,,acac_e --> acac_p
ACACtex_num3,0.0,,,,acac_e --> acac_p
ACACtex_num4,0.0,,,,acac_e --> acac_p
ACNAMtex_num2,0.0,,,,acnam_e --> acnam_p
ACNAMtex_num3,0.0,,,,acnam_e --> acnam_p
DGSNtex_num2,0.0,,,,dgsn_e --> dgsn_p
DGSNtex_num3,0.0,,,,dgsn_e --> dgsn_p
DGSNtex_num4,0.0,,,,dgsn_e --> dgsn_p
THRA2_num2,0.0,17869.4775252,192.8048576124,92.68167693743182,athr__L_c --> acald_c + gly_c
H2Stex_num2,0.0,,,,h2s_e --> h2s_p
H2Stex_num3,0.0,,,,h2s_e --> h2s_p
H2Stex_num4,0.0,,,,h2s_e --> h2s_p
