id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
AGMtex_num3,Agmatine transport via diffusion (extracellular to periplasm),"OrderedDict([('agm_e', -1.0), ('agm_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'AGMtex'), ('metanetx.reaction', 'MNXR95556'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08082')])","OrderedDict([('reflection', 'AGMtex_reverse')])",
AGMtex_num4,Agmatine transport via diffusion (extracellular to periplasm),"OrderedDict([('agm_e', -1.0), ('agm_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'AGMtex'), ('metanetx.reaction', 'MNXR95556'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08082')])","OrderedDict([('reflection', 'AGMtex_reverse')])",
ALAtex_num2,L-alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala__L_e', -1.0), ('ala__L_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'ALAtex'), ('metanetx.reaction', 'MNXR95706'), ('sabiork', '10375'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08104', 'rxn10921', 'rxn13221'])])","OrderedDict([('reflection', 'ALAtex_reverse')])",
ALAtex_num3,L-alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala__L_e', -1.0), ('ala__L_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'ALAtex'), ('metanetx.reaction', 'MNXR95706'), ('sabiork', '10375'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08104', 'rxn10921', 'rxn13221'])])","OrderedDict([('reflection', 'ALAtex_reverse')])",
ALAtex_num4,L-alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala__L_e', -1.0), ('ala__L_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'ALAtex'), ('metanetx.reaction', 'MNXR95706'), ('sabiork', '10375'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08104', 'rxn10921', 'rxn13221'])])","OrderedDict([('reflection', 'ALAtex_reverse')])",
BALAtex_num2,Beta-alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala_B_e', -1.0), ('ala_B_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'BALAtex'), ('metanetx.reaction', 'MNXR95682'), ('reactome.reaction', ['R-RNO-909763', 'R-HSA-909765']), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08175')])","OrderedDict([('reflection', 'BALAtex_reverse')])",
BALAtex_num3,Beta-alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala_B_e', -1.0), ('ala_B_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'BALAtex'), ('metanetx.reaction', 'MNXR95682'), ('reactome.reaction', ['R-RNO-909763', 'R-HSA-909765']), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08175')])","OrderedDict([('reflection', 'BALAtex_reverse')])",
BALAtex_num4,Beta-alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala_B_e', -1.0), ('ala_B_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'BALAtex'), ('metanetx.reaction', 'MNXR95682'), ('reactome.reaction', ['R-RNO-909763', 'R-HSA-909765']), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08175')])","OrderedDict([('reflection', 'BALAtex_reverse')])",
DALAtex_num2,D-Alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala__D_e', -1.0), ('ala__D_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'DALAtex'), ('metanetx.reaction', 'MNXR95702'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08302', 'rxn10991'])])","OrderedDict([('reflection', 'DALAtex_reverse')])",
DALAtex_num3,D-Alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala__D_e', -1.0), ('ala__D_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'DALAtex'), ('metanetx.reaction', 'MNXR95702'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08302', 'rxn10991'])])","OrderedDict([('reflection', 'DALAtex_reverse')])",
DALAtex_num4,D-Alanine transport via diffusion (extracellular to periplasm),"OrderedDict([('ala__D_e', -1.0), ('ala__D_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'DALAtex'), ('metanetx.reaction', 'MNXR95702'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08302', 'rxn10991'])])","OrderedDict([('reflection', 'DALAtex_reverse')])",
MANGLYCtex_num2,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),"OrderedDict([('manglyc_e', -1.0), ('manglyc_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'MANGLYCtex'), ('metanetx.reaction', 'MNXR101395'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08883')])","OrderedDict([('reflection', 'MANGLYCtex_reverse')])",
MANGLYCtex_num3,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),"OrderedDict([('manglyc_e', -1.0), ('manglyc_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'MANGLYCtex'), ('metanetx.reaction', 'MNXR101395'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08883')])","OrderedDict([('reflection', 'MANGLYCtex_reverse')])",
MANGLYCtex_num4,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),"OrderedDict([('manglyc_e', -1.0), ('manglyc_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'MANGLYCtex'), ('metanetx.reaction', 'MNXR101395'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08883')])","OrderedDict([('reflection', 'MANGLYCtex_reverse')])",
AMPtex_num2,AMP transport via diffusion (extracellular to periplasm),"OrderedDict([('amp_e', -1.0), ('amp_p', 1.0)])",0.0,1000.0,b0241,"OrderedDict([('bigg.reaction', 'AMPtex'), ('metanetx.reaction', 'MNXR95830'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08134', 'rxn13227'])])","OrderedDict([('reflection', 'AMPtex_reverse')])",
AMPtex_num3,AMP transport via diffusion (extracellular to periplasm),"OrderedDict([('amp_e', -1.0), ('amp_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'AMPtex'), ('metanetx.reaction', 'MNXR95830'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08134', 'rxn13227'])])","OrderedDict([('reflection', 'AMPtex_reverse')])",
AMPtex_num4,AMP transport via diffusion (extracellular to periplasm),"OrderedDict([('amp_e', -1.0), ('amp_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'AMPtex'), ('metanetx.reaction', 'MNXR95830'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08134', 'rxn13227'])])","OrderedDict([('reflection', 'AMPtex_reverse')])",
FRUURtex_num2,D-fructuronate transport via diffusion (extracellular),"OrderedDict([('fruur_e', -1.0), ('fruur_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'FRUURtex'), ('metanetx.reaction', 'MNXR99659'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08539')])","OrderedDict([('reflection', 'FRUURtex_reverse')])",
FRUURtex_num3,D-fructuronate transport via diffusion (extracellular),"OrderedDict([('fruur_e', -1.0), ('fruur_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'FRUURtex'), ('metanetx.reaction', 'MNXR99659'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08539')])","OrderedDict([('reflection', 'FRUURtex_reverse')])",
FRUURtex_num4,D-fructuronate transport via diffusion (extracellular),"OrderedDict([('fruur_e', -1.0), ('fruur_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'FRUURtex'), ('metanetx.reaction', 'MNXR99659'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08539')])","OrderedDict([('reflection', 'FRUURtex_reverse')])",
ARBtex_num2,L-arabinose transport via diffusion (extracellular to periplasm),"OrderedDict([('arab__L_e', -1.0), ('arab__L_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'ARBtex'), ('metanetx.reaction', 'MNXR95913'), ('sbo', 'SBO:0000185')])","OrderedDict([('reflection', 'ARBtex_reverse')])",
ARBtex_num3,L-arabinose transport via diffusion (extracellular to periplasm),"OrderedDict([('arab__L_e', -1.0), ('arab__L_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'ARBtex'), ('metanetx.reaction', 'MNXR95913'), ('sbo', 'SBO:0000185')])","OrderedDict([('reflection', 'ARBtex_reverse')])",
ARBtex_num4,L-arabinose transport via diffusion (extracellular to periplasm),"OrderedDict([('arab__L_e', -1.0), ('arab__L_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'ARBtex'), ('metanetx.reaction', 'MNXR95913'), ('sbo', 'SBO:0000185')])","OrderedDict([('reflection', 'ARBtex_reverse')])",
ARGtex_num2,L-arginine transport via diffusion (extracellular to periplasm),"OrderedDict([('arg__L_e', -1.0), ('arg__L_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'ARGtex'), ('biocyc', 'META:RXN66-448'), ('metanetx.reaction', 'MNXR95951'), ('rhea', ['32145', '32143', '32144', '32146']), ('sabiork', '7983'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn10840', 'rxn08155'])])","OrderedDict([('reflection', 'ARGtex_reverse')])",
ARGtex_num3,L-arginine transport via diffusion (extracellular to periplasm),"OrderedDict([('arg__L_e', -1.0), ('arg__L_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'ARGtex'), ('biocyc', 'META:RXN66-448'), ('metanetx.reaction', 'MNXR95951'), ('rhea', ['32145', '32143', '32144', '32146']), ('sabiork', '7983'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn10840', 'rxn08155'])])","OrderedDict([('reflection', 'ARGtex_reverse')])",
ARGtex_num4,L-arginine transport via diffusion (extracellular to periplasm),"OrderedDict([('arg__L_e', -1.0), ('arg__L_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'ARGtex'), ('biocyc', 'META:RXN66-448'), ('metanetx.reaction', 'MNXR95951'), ('rhea', ['32145', '32143', '32144', '32146']), ('sabiork', '7983'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn10840', 'rxn08155'])])","OrderedDict([('reflection', 'ARGtex_reverse')])",
ASCBtex_num2,L-ascorbate transport via diffusion (extracellular to periplasm),"OrderedDict([('ascb__L_e', -1.0), ('ascb__L_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'ASCBtex'), ('metanetx.reaction', 'MNXR138070'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08159')])","OrderedDict([('reflection', 'ASCBtex_reverse')])",
ASCBtex_num3,L-ascorbate transport via diffusion (extracellular to periplasm),"OrderedDict([('ascb__L_e', -1.0), ('ascb__L_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'ASCBtex'), ('metanetx.reaction', 'MNXR138070'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08159')])","OrderedDict([('reflection', 'ASCBtex_reverse')])",
ASCBtex_num4,L-ascorbate transport via diffusion (extracellular to periplasm),"OrderedDict([('ascb__L_e', -1.0), ('ascb__L_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'ASCBtex'), ('metanetx.reaction', 'MNXR138070'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08159')])","OrderedDict([('reflection', 'ASCBtex_reverse')])",
FACOAL100t2pp_num2,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),"OrderedDict([('amp_c', 1.0), ('atp_c', -1.0), ('coa_c', -1.0), ('dca_p', -1.0), ('dcacoa_c', 1.0), ('h_c', 1.0), ('h_p', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b1701,"OrderedDict([('bigg.reaction', 'FACOAL100t2pp'), ('metanetx.reaction', 'MNXR99142'), ('sbo', 'SBO:0000185')])",,
RIBabcpp_num2,D-ribose transport via ABC system (periplasm),"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0), ('rib__D_c', 1.0), ('rib__D_p', -1.0)])",0.0,1000.0,b3750 and b3751 and b3749 and b3748,"OrderedDict([('bigg.reaction', 'RIBabcpp'), ('biocyc', 'META:ABC-28-RXN'), ('ec-code', '3.6.3.17'), ('metanetx.reaction', 'MNXR104034'), ('rhea', ['29904#1', '29905#1', '29903#1', '29906#1']), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn05160', 'rxn09227'])])",,
RIBabcpp_num3,D-ribose transport via ABC system (periplasm),"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0), ('rib__D_c', 1.0), ('rib__D_p', -1.0)])",0.0,1000.0,b4088 and b4086 and b4087,"OrderedDict([('bigg.reaction', 'RIBabcpp'), ('biocyc', 'META:ABC-28-RXN'), ('ec-code', '3.6.3.17'), ('metanetx.reaction', 'MNXR104034'), ('rhea', ['29904#1', '29905#1', '29903#1', '29906#1']), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn05160', 'rxn09227'])])",,
FACOAL120t2pp_num2,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),"OrderedDict([('amp_c', 1.0), ('atp_c', -1.0), ('coa_c', -1.0), ('ddca_p', -1.0), ('ddcacoa_c', 1.0), ('h_c', 1.0), ('h_p', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b1805,"OrderedDict([('bigg.reaction', 'FACOAL120t2pp'), ('metanetx.reaction', 'MNXR99144'), ('sbo', 'SBO:0000185')])",,
GLYCAt2rpp_num2,"D-glycerate transport via proton symport, reversible (periplasm)","OrderedDict([('glyc__R_c', 1.0), ('glyc__R_p', -1.0), ('h_c', 1.0), ('h_p', -1.0)])",0.0,1000.0,b2789,"OrderedDict([('bigg.reaction', 'GLYCAt2rpp'), ('metanetx.reaction', 'MNXR100322'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn08644', 'rxn13711'])])","OrderedDict([('reflection', 'GLYCAt2rpp_reverse')])",
GLYCAtex_num2,D-glycerate transport via diffusion (extracellular to periplasm),"OrderedDict([('glyc__R_e', -1.0), ('glyc__R_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'GLYCAtex'), ('biocyc', 'META:TRANS-RXN0-523'), ('metanetx.reaction', 'MNXR100323'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08645')])","OrderedDict([('reflection', 'GLYCAtex_reverse')])",
GLYCAtex_num3,D-glycerate transport via diffusion (extracellular to periplasm),"OrderedDict([('glyc__R_e', -1.0), ('glyc__R_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'GLYCAtex'), ('biocyc', 'META:TRANS-RXN0-523'), ('metanetx.reaction', 'MNXR100323'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08645')])","OrderedDict([('reflection', 'GLYCAtex_reverse')])",
GLYCAtex_num4,D-glycerate transport via diffusion (extracellular to periplasm),"OrderedDict([('glyc__R_e', -1.0), ('glyc__R_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'GLYCAtex'), ('biocyc', 'META:TRANS-RXN0-523'), ('metanetx.reaction', 'MNXR100323'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08645')])","OrderedDict([('reflection', 'GLYCAtex_reverse')])",
FACOAL140t2pp_num2,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),"OrderedDict([('amp_c', 1.0), ('atp_c', -1.0), ('coa_c', -1.0), ('h_c', 1.0), ('h_p', -1.0), ('ppi_c', 1.0), ('tdcoa_c', 1.0), ('ttdca_p', -1.0)])",0.0,1000.0,b1805,"OrderedDict([('bigg.reaction', 'FACOAL140t2pp'), ('metanetx.reaction', 'MNXR99147'), ('sbo', 'SBO:0000185')])",,
BUTtex_num2,Butyrate transport via diffusion (extracellular to periplasm),"OrderedDict([('but_e', -1.0), ('but_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'BUTtex'), ('metanetx.reaction', 'MNXR96352'), ('sbo', 'SBO:0000185')])","OrderedDict([('reflection', 'BUTtex_reverse')])",
BUTtex_num3,Butyrate transport via diffusion (extracellular to periplasm),"OrderedDict([('but_e', -1.0), ('but_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'BUTtex'), ('metanetx.reaction', 'MNXR96352'), ('sbo', 'SBO:0000185')])","OrderedDict([('reflection', 'BUTtex_reverse')])",
BUTtex_num4,Butyrate transport via diffusion (extracellular to periplasm),"OrderedDict([('but_e', -1.0), ('but_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'BUTtex'), ('metanetx.reaction', 'MNXR96352'), ('sbo', 'SBO:0000185')])","OrderedDict([('reflection', 'BUTtex_reverse')])",
CHLtex_num2,Choline transport via diffusion (extracellular to periplasm),"OrderedDict([('chol_e', -1.0), ('chol_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'CHLtex'), ('biocyc', 'META:TRANS-RXN-319'), ('metanetx.reaction', 'MNXR96693'), ('reactome.reaction', ['R-GGA-6797956', 'R-DDI-6797956', 'R-XTR-444433', 'R-CFA-6797956', 'R-SSC-6797956', 'R-HSA-444433', 'R-OSA-444433', 'R-MMU-6797956', 'R-DME-444433', 'R-GGA-444433', 'R-MMU-444433', 'R-DDI-444433', 'R-SCE-444433', 'R-SSC-444433', 'R-TGU-6797956', 'R-OSA-6797956', 'R-DME-6797956', 'R-ATH-444433', 'R-HSA-6797956', 'R-XTR-6797956', 'R-ATH-6797956', 'R-CEL-444433', 'R-BTA-444433', 'R-RNO-6797956', 'R-SCE-6797956', 'R-RNO-444433', 'R-BTA-6797956', 'R-TGU-444433', 'R-DRE-444433', 'R-CFA-444433', 'R-DRE-6797956']), ('rhea', ['32753', '32754', '32752', '32751']), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08214')])","OrderedDict([('reflection', 'CHLtex_reverse')])",
CHLtex_num3,Choline transport via diffusion (extracellular to periplasm),"OrderedDict([('chol_e', -1.0), ('chol_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'CHLtex'), ('biocyc', 'META:TRANS-RXN-319'), ('metanetx.reaction', 'MNXR96693'), ('reactome.reaction', ['R-GGA-6797956', 'R-DDI-6797956', 'R-XTR-444433', 'R-CFA-6797956', 'R-SSC-6797956', 'R-HSA-444433', 'R-OSA-444433', 'R-MMU-6797956', 'R-DME-444433', 'R-GGA-444433', 'R-MMU-444433', 'R-DDI-444433', 'R-SCE-444433', 'R-SSC-444433', 'R-TGU-6797956', 'R-OSA-6797956', 'R-DME-6797956', 'R-ATH-444433', 'R-HSA-6797956', 'R-XTR-6797956', 'R-ATH-6797956', 'R-CEL-444433', 'R-BTA-444433', 'R-RNO-6797956', 'R-SCE-6797956', 'R-RNO-444433', 'R-BTA-6797956', 'R-TGU-444433', 'R-DRE-444433', 'R-CFA-444433', 'R-DRE-6797956']), ('rhea', ['32753', '32754', '32752', '32751']), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08214')])","OrderedDict([('reflection', 'CHLtex_reverse')])",
CHLtex_num4,Choline transport via diffusion (extracellular to periplasm),"OrderedDict([('chol_e', -1.0), ('chol_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'CHLtex'), ('biocyc', 'META:TRANS-RXN-319'), ('metanetx.reaction', 'MNXR96693'), ('reactome.reaction', ['R-GGA-6797956', 'R-DDI-6797956', 'R-XTR-444433', 'R-CFA-6797956', 'R-SSC-6797956', 'R-HSA-444433', 'R-OSA-444433', 'R-MMU-6797956', 'R-DME-444433', 'R-GGA-444433', 'R-MMU-444433', 'R-DDI-444433', 'R-SCE-444433', 'R-SSC-444433', 'R-TGU-6797956', 'R-OSA-6797956', 'R-DME-6797956', 'R-ATH-444433', 'R-HSA-6797956', 'R-XTR-6797956', 'R-ATH-6797956', 'R-CEL-444433', 'R-BTA-444433', 'R-RNO-6797956', 'R-SCE-6797956', 'R-RNO-444433', 'R-BTA-6797956', 'R-TGU-444433', 'R-DRE-444433', 'R-CFA-444433', 'R-DRE-6797956']), ('rhea', ['32753', '32754', '32752', '32751']), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08214')])","OrderedDict([('reflection', 'CHLtex_reverse')])",
GLYBabcpp_num2,Glycine betaine transport via ABC system (periplasm),"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('glyb_c', 1.0), ('glyb_p', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b2677 and b2679 and b2678,"OrderedDict([('bigg.reaction', 'GLYBabcpp'), ('biocyc', 'META:TRANS-RXN-283'), ('metanetx.reaction', 'MNXR100314'), ('rhea', ['32784#1', '32785#1', '32783#1', '32786#1']), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn05181', 'rxn08637', 'rxn11216'])])",,
MMETtex_num2,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),"OrderedDict([('mmet_e', -1.0), ('mmet_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'MMETtex'), ('biocyc', 'META:TRANS-RXN0-486'), ('metanetx.reaction', 'MNXR101659'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08945')])","OrderedDict([('reflection', 'MMETtex_reverse')])",
MMETtex_num3,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),"OrderedDict([('mmet_e', -1.0), ('mmet_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'MMETtex'), ('biocyc', 'META:TRANS-RXN0-486'), ('metanetx.reaction', 'MNXR101659'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08945')])","OrderedDict([('reflection', 'MMETtex_reverse')])",
MMETtex_num4,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),"OrderedDict([('mmet_e', -1.0), ('mmet_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'MMETtex'), ('biocyc', 'META:TRANS-RXN0-486'), ('metanetx.reaction', 'MNXR101659'), ('sbo', 'SBO:0000185'), ('seed.reaction', 'rxn08945')])","OrderedDict([('reflection', 'MMETtex_reverse')])",
FE3tex_num2,Iron (III) transport via diffusion (extracellular to periplasm),"OrderedDict([('fe3_e', -1.0), ('fe3_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'FE3tex'), ('metanetx.reaction', 'MNXR99522'), ('reactome.reaction', ['R-RNO-442368', 'R-HSA-442368', 'R-BTA-442368', 'R-SSC-442368', 'R-MMU-442368', 'R-CFA-442368', 'R-GGA-442368', 'R-TGU-442368']), ('rhea', ['34973', '34972', '34974', '34971']), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn05292', 'rxn08492'])])","OrderedDict([('reflection', 'FE3tex_reverse')])",
FE3tex_num3,Iron (III) transport via diffusion (extracellular to periplasm),"OrderedDict([('fe3_e', -1.0), ('fe3_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'FE3tex'), ('metanetx.reaction', 'MNXR99522'), ('reactome.reaction', ['R-RNO-442368', 'R-HSA-442368', 'R-BTA-442368', 'R-SSC-442368', 'R-MMU-442368', 'R-CFA-442368', 'R-GGA-442368', 'R-TGU-442368']), ('rhea', ['34973', '34972', '34974', '34971']), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn05292', 'rxn08492'])])","OrderedDict([('reflection', 'FE3tex_reverse')])",
FE3tex_num4,Iron (III) transport via diffusion (extracellular to periplasm),"OrderedDict([('fe3_e', -1.0), ('fe3_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'FE3tex'), ('metanetx.reaction', 'MNXR99522'), ('reactome.reaction', ['R-RNO-442368', 'R-HSA-442368', 'R-BTA-442368', 'R-SSC-442368', 'R-MMU-442368', 'R-CFA-442368', 'R-GGA-442368', 'R-TGU-442368']), ('rhea', ['34973', '34972', '34974', '34971']), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn05292', 'rxn08492'])])","OrderedDict([('reflection', 'FE3tex_reverse')])",
MG2tex_num2,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),"OrderedDict([('mg2_e', -1.0), ('mg2_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'MG2tex'), ('biocyc', 'META:TRANS-RXN-141'), ('metanetx.reaction', 'MNXR101507'), ('reactome.reaction', ['R-MMU-442661', 'R-OSA-5336466', 'R-BTA-5336453', 'R-SSC-442661', 'R-MMU-5336453', 'R-HSA-5339528', 'R-MMU-5336466', 'R-TGU-5339538', 'R-SCE-5336466', 'R-SCE-5339538', 'R-XTR-5336466', 'R-GGA-442661', 'R-ATH-5336453', 'R-BTA-5336466', 'R-RNO-5339538', 'R-SSC-5339538', 'R-SPO-5339528', 'R-DME-5339528', 'R-GGA-5339538', 'R-CEL-5336453', 'R-TGU-5336453', 'R-OSA-5336453', 'R-SCE-5339528', 'R-ATH-5336466', 'R-CFA-5336453', 'R-CEL-5339528', 'R-SPO-5339538', 'R-SSC-5336466', 'R-XTR-5339528', 'R-SSC-5339528', 'R-DRE-5339528', 'R-BTA-5339528', 'R-CFA-442661', 'R-CFA-5339538', 'R-DME-442661', 'R-DME-5339538', 'R-DRE-5339538', 'R-MMU-5339538', 'R-RNO-442661', 'R-RNO-5336453', 'R-DDI-5336466', 'R-RNO-5339528', 'R-HSA-442661', 'R-HSA-5336453', 'R-TGU-5336466', 'R-DRE-5336466', 'R-BTA-442661', 'R-DRE-5336453', 'R-HSA-5339538', 'R-HSA-5336454', 'R-TGU-5339528', 'R-GGA-5339528', 'R-XTR-5339538', 'R-MMU-5339528', 'R-DME-5336453', 'R-RNO-5336466', 'R-CFA-5336466', 'R-CEL-442661', 'R-SPO-5336466', 'R-GGA-5336453', 'R-BTA-5339538', 'R-TGU-442661', 'R-HSA-5336466', 'R-XTR-442661', 'R-CEL-5339538', 'R-MMU-5336430', 'R-DRE-442661', 'R-GGA-5336466', 'R-CFA-5339528']), ('rhea', ['29827', '29828', '29829', '29830']), ('sabiork', '12062'), ('sbo', 'SBO:0000185'), ('seed.reaction', ['rxn05616', 'rxn08922', 'rxn08923'])])","OrderedDict([('reflection', 'MG2tex_reverse')])",
