,MW,kcat,type,kcat_MW
G6PP_num2,40.1684050944,9870.7434372,proteozyme,245.7340144325549
G6PP_num3,30.3876847975,9870.7434372,proteozyme,324.8270969959537
MMCD,231.18216244150003,22988.0368368,proteozyme,99.43689683505345
GLNS,822.6369912623,119723.277564,proteozyme,145.53597617861791
GTHS,187.8715063028,42649.465968,proteozyme,227.01402041914835
UDPKAAT,55.0099312954,10842.161076,proteozyme,197.09461220335385
ULA4NFT,588.7125078409,14287.5352836,proteozyme,24.269121333941857
UPLA4FNT,47.9957021243,32384.4050808,proteozyme,674.7355210458297
UPLA4FNF,43.7331714214,772257.60648,proteozyme,17658.394792336287
ULA4Ntppi,34.7060841983,36865.932048,proteozyme,1062.2325422067004
HEPT1,46.9452913574,10345.0323492,proteozyme,220.3635774766431
ALR2_num1,40.9262646418,10013.5902312,proteozyme,244.67393540168405
ALR2_num2,41.0887197208,10013.5902312,proteozyme,243.706552534196
ALR2_num3,38.8793306464,10013.5902312,proteozyme,257.55562312200453
ALR2_num4,51.2885212906,10013.5902312,proteozyme,195.2403769736925
AMALT2,103.6853032055,43134.187464,proteozyme,416.01062185746633
MLTP1,239.1190836304,24684.3569376,proteozyme,103.23039283537048
HEPT2,51.5657515433,10836.90288,proteozyme,210.15698512413223
HXAND,171.4355429362,64608.619176,proteozyme,376.8682857092488
MOAT3C,43.47997923729999,11125.6214004,proteozyme,255.8791792351112
RHAT1,48.5126526765,34002.421452,proteozyme,700.8980044595893
GALT1,53.9217464207,95078.506608,proteozyme,1763.2683086002633
GLCTR2,52.0690981336,15230.7023796,proteozyme,292.5094331482512
UDPGPpp,80.334696952,13977.3533436,proteozyme,173.9889969579579
PPPGO,112.14049571959998,9913.1815584,proteozyme,88.39965879219284
ADNK1,31.151751978,28.8,proteozyme,0.924506590202026
HEPK1,40.7753002879,20974.8779604,proteozyme,514.4015571265887
HEPT3,51.1544628311,22408.2966132,proteozyme,438.0516454094519
HEPK2,36.269747353,26010.862030800003,proteozyme,717.1503506116525
ALDD3y_num1,48.2105918914,23752.9731996,proteozyme,492.6920053814388
ALDD3y_num2,297.4716272342,23752.9731996,proteozyme,79.84954202337838
ALDD3y_num3,111.201161962,23752.9731996,proteozyme,213.6036420888924
R5PP_num1,30.3876847975,9881.3416392,proteozyme,325.17586334885704
R5PP_num2,27.4453987854,9881.3416392,proteozyme,360.03636589374435
R5PP_num3,40.1684050944,9881.3416392,proteozyme,245.9978586647342
R5PP_num4,35.8762890763,9881.3416392,proteozyme,275.4281976651718
R5PP_num5,39.2548264103,9881.3416392,proteozyme,251.7229737795313
CYSSADS_num1,114.2051280732,13159.4743908,proteozyme,115.22665061384468
CYSSADS_num2,117.3737945775,13159.4743908,proteozyme,112.11594920458174
CPPPGO2,69.64303951699999,9383.5771776,proteozyme,134.7381912489539
AGM3PH,49.654064703100005,9954.4571424,proteozyme,200.4761785751353
LDH_D2,85.3381813079,11899.878678,proteozyme,139.4437811495567
SHCHF,131.9489208644,1224.0,proteozyme,9.276316865507892
SUCBZL,265.1302550151,16127.318242799998,proteozyme,60.827906048977695
CYSDDS,92.8590590018,27651.3437736,proteozyme,297.7775574170313
NTP10_num1,51.7654524209,10200.0983004,proteozyme,197.0445118003406
NTP10_num2,48.1095527569,10200.0983004,proteozyme,212.01814849415896
PRAIS,97.3516683613,36000.0,proteozyme,369.7933544024501
GDMANE,95.4685102179,130011.785964,proteozyme,1361.829001701791
GPDDA4,36.2018596208,9300.2713776,proteozyme,256.90037680430294
LPLIPAL2E140,51.48148622589999,9300.115008,proteozyme,180.64969933446045
LPLIPAL2E180,51.48148622589999,21392.646620400003,proteozyme,415.540579511038
LPLIPAL2G161,51.48148622589999,11808.0757548,proteozyme,229.36547913528253
LPLIPAL2G181,51.48148622589999,10096.0704792,proteozyme,196.11070346529223
AACPS6,117.9971994335,16920.2428632,proteozyme,143.39529195975356
AACPS7,117.9971994335,19220.435118,proteozyme,162.8889093154462
QMO2,30.4633650904,24600.84318,proteozyme,807.5550126191583
QMO3,30.4633650904,33447.8007648,proteozyme,1097.9680237407683
LPLIPAL2E141,51.48148622589999,9300.0517884,proteozyme,180.6484713279549
LPLIPAL2E161,51.48148622589999,10543.9158576,proteozyme,204.80985749582783
LPLIPAL2E181,51.48148622589999,9300.052674,proteozyme,180.6484885302555
LPLIPAL2G180,51.48148622589999,10096.0500096,proteozyme,196.1103058543937
LPLIPAL2G141,51.48148622589999,9300.0474936,proteozyme,180.64838790378997
IPDDI,27.0868089159,16631.6728392,proteozyme,614.0137397077136
2AGPGAT180,106.5863811,9737.355798,proteozyme,91.35647253906065
2AGPGAT181,106.5863811,25994.1680748,proteozyme,243.8788877765923
LPLIPAL2ATG120,51.48148622589999,15263.396920800002,proteozyme,296.48322221748697
PLIPA1E140pp,87.6019862299,9300.0462588,proteozyme,106.16250451665832
PLIPA1E160pp,87.6019862299,9319.15782,proteozyme,106.38066807689822
PLIPA1E161pp,87.6019862299,12158.2813392,proteozyme,138.79001906751492
AACPS8,117.9971994335,19300.1379912,proteozyme,163.564373424617
AACPS9,117.9971994335,9300.081582,proteozyme,78.8161212863469
HXCT,122.7945111241,30493.60812,proteozyme,248.33038415847597
2AGPEAT160,106.5863811,83842.722612,proteozyme,786.617593605493
DURADx,236.1497217718,38271.10824,proteozyme,162.062897863512
ECOAH7_num1,101.7948808106,37020.632112,proteozyme,363.678721534934
ECOAH7_num2,210.2509481694,37020.632112,proteozyme,176.07831229456494
G1PPpp_num1,120.6734817634,34600.562478,proteozyme,286.7287988411574
G1PPpp_num2,130.5943360756,34600.562478,proteozyme,264.94688451090263
GALCTND,56.1630982017,20418.4613664,proteozyme,363.5565348099324
GCALDD,276.1620114976,72.0,proteozyme,0.2607165250917421
HISTP,106.3960577107,13680.0,proteozyme,128.57619252394755
LDH_D,193.0167096016,41919.84126,proteozyme,217.1824467763723
AMALT4,103.6853032055,32028.9289128,proteozyme,308.9051960365104
NTD11_num1,35.5293220092,9325.7523576,proteozyme,262.4804479856154
NTD11_num2,33.5460492724,9325.7523576,proteozyme,277.99852918217584
ORNDC_num1,209.7815454452,35745.3352188,proteozyme,170.3931351203509
ORNDC_num2,217.7051268268,35745.3352188,proteozyme,164.1915178563432
UPP3MT,131.9489208644,9455.3873496,proteozyme,71.65945191258534
KAS15,88.5316783446,22049.2422,proteozyme,249.05483113259987
FACOAL181t2pp_num1,164.652845272,20613.4847208,proteozyme,125.19361379238444
FACOAL181t2pp_num2,80.2674696063,20613.4847208,proteozyme,256.8099483128853
T2DECAI,50.1076181513,9300.0503592,proteozyme,185.60152532332484
3OAS161,112.5649921618,9300.049776,proteozyme,82.61937923499505
EAR141y,147.2078113334,9385.0078104,proteozyme,63.75346338887272
EAR161x,147.2078113334,9300.0266388,proteozyme,63.17617628141392
DASYN160,41.5433297874,237600.0,proteozyme,5719.329702648524
DASYN161,41.5433297874,280800.0,proteozyme,6759.207830402801
DASYN181,41.5433297874,9600.2755956,proteozyme,231.09066232124087
CDAPPA161,37.5770484684,10309.9460544,proteozyme,274.3681708548779
PGSA180,27.3407935638,21211.6715424,proteozyme,775.825013743744
PSSA140,69.7391917914,18624.8831544,proteozyme,267.0647977984849
2AGPGAT141,106.5863811,9645.6401352,proteozyme,90.49599053513602
FACOAE180,168.8810358769,44832.33864,proteozyme,265.4669803936955
FACOAE100,168.8810358769,148841.655768,proteozyme,881.3402582187675
FACOAE80,168.8810358769,9300.0857832,proteozyme,55.06885799764384
FACOAE60,168.8810358769,10237.3255368,proteozyme,60.61856195779225
PLIPA1E120pp,87.6019862299,9300.0555756,proteozyme,106.16261087041126
3OAS141,112.5649921618,9300.0571596,proteozyme,82.6194448291008
3OAR121,135.0374164476,9300.0269304,proteozyme,68.87000044175747
CFAS160G,115.987643314,114927.336828,proteozyme,990.8584530584044
FACOAE141,168.8810358769,22065.15168,proteozyme,130.6549996299385
FACOAE161,168.8810358769,154800.0,proteozyme,916.621568527304
ALAALAD,28.017557649,21385.3808124,proteozyme,763.2849758109905
2AGPEAT180,106.5863811,22628.3698836,proteozyme,212.3007615988944
2AGPEAT181,106.5863811,21320.3010888,proteozyme,200.02837950560647
2AGPGAT140,106.5863811,26004.8442708,proteozyme,243.979052505799
PLIPA1E181pp,87.6019862299,9300.0444048,proteozyme,106.16248335275463
PLIPA1G180pp,87.6019862299,10731.7102752,proteozyme,122.50533049600064
PLIPA1G181pp,87.6019862299,9331.151328,proteozyme,106.51757716442192
2AGPGAT161,106.5863811,9645.6352932,proteozyme,90.49594510719344
AMPTASEPG_num1,434.9026805897,29612.1695976,proteozyme,68.08918620011218
AMPTASEPG_num2,365.961103613,29612.1695976,proteozyme,80.91616651400898
AMPTASEPG_num3,130.64941230969998,29612.1695976,proteozyme,226.6536762324301
AMPTASEPG_num4,139.77846320839998,29612.1695976,proteozyme,211.85073092018695
2AGPEAT140,106.5863811,33704.8760088,proteozyme,316.22122508482465
2AGPEAT120,106.5863811,17213.083182,proteozyme,161.4942078374026
2AGPEAT161,106.5863811,16922.3793912,proteozyme,158.76680694622064
2AGPEAT141,106.5863811,18684.2838852,proteozyme,175.29710355463038
2AGPGAT160,106.5863811,9649.160262,proteozyme,90.52901658183796
LPLIPAL2ATG140,51.48148622589999,14782.1951628,proteozyme,287.13613857097965
LPLIPAL2ATG141,51.48148622589999,9726.546006,proteozyme,188.93289061858204
LPLIPAL2ATG160,51.48148622589999,41172.898968,proteozyme,799.7612731562165
LPLIPAL2ATG180,51.48148622589999,14302.3690764,proteozyme,277.8157766005709
LPLIPAL2ATG161,51.48148622589999,28569.38076,proteozyme,554.9447549870255
LPLIPAL2ATG181,51.48148622589999,19600.7468904,proteozyme,380.7338973158664
CLPNS180pp_num1,72.40781363789999,18171.2885292,proteozyme,250.957564056163
CLPNS180pp_num2,62.9130406955,18171.2885292,proteozyme,288.8318276833779
CLPNS181pp_num1,72.40781363789999,21182.3082792,proteozyme,292.5417467392313
CLPNS181pp_num2,62.9130406955,21182.3082792,proteozyme,336.6918534699772
PLIPA1G120pp,87.6019862299,9300.0467304,proteozyme,106.1625099000979
CLPNS120pp_num1,62.9130406955,27301.6833624,proteozyme,433.95904983420735
CLPNS120pp_num2,72.40781363789999,27301.6833624,proteozyme,377.0543811601797
ALPATE160pp,108.3513300599,16171.4315916,proteozyme,149.2499592082527
ALPATG160pp,108.3513300599,27918.5986692,proteozyme,257.6673369285428
2AGPGAT120,106.5863811,17444.698556400002,proteozyme,163.6672375623043
LPLIPAL2ATE120,51.48148622589999,15214.424767199998,proteozyme,295.53196464529657
LPLIPAL2ATE140,51.48148622589999,9795.3601896,proteozyme,190.26956888187155
LPLIPAL2ATE160,51.48148622589999,27150.846642,proteozyme,527.3904976803212
LPLIPAL2ATE180,51.48148622589999,9726.6024504,proteozyme,188.93398702049532
LPLIPAL2ATE141,51.48148622589999,24162.7691592,proteozyme,469.34871019795605
LPLIPAL2ATE161,51.48148622589999,16457.6490228,proteozyme,319.680922780358
LPLIPAL2ATE181,51.48148622589999,9769.0985352,proteozyme,189.75945046212036
FACOAL141t2pp_num1,80.2674696063,18524.5118604,proteozyme,230.7847992625154
FACOAL141t2pp_num2,164.652845272,18524.5118604,proteozyme,112.50647888773644
FACOAL161t2pp_num1,164.652845272,21999.5104392,proteozyme,133.6114805842418
FACOAL161t2pp_num2,80.2674696063,21999.5104392,proteozyme,274.0775378506925
PGPP140pp_num1,25.6469021913,9509.043636,proteozyme,370.7677272316217
PGPP140pp_num2,38.3305494649,9509.043636,proteozyme,248.0800241256027
PGPP141pp_num1,25.6469021913,17501.0826708,proteozyme,682.3858312500897
PGPP141pp_num2,38.3305494649,17501.0826708,proteozyme,456.5831409963498
PGPP160pp_num1,25.6469021913,9538.6504968,proteozyme,371.92213023043865
PGPP160pp_num2,38.3305494649,9538.6504968,proteozyme,248.85243311042856
PGPP180pp_num1,25.6469021913,9522.9833436,proteozyme,371.31125126021686
PGPP180pp_num2,38.3305494649,9522.9833436,proteozyme,248.44369508244003
PLIPA1E180pp,87.6019862299,11091.5668296,proteozyme,126.6131888892522
PLIPA1G140pp,87.6019862299,9331.0884612,proteozyme,106.51685952315935
PLIPA1G161pp,87.6019862299,9331.3104012,proteozyme,106.51939302735887
CLPNS160pp_num1,62.9130406955,33484.596768,proteozyme,532.2361850234821
CLPNS160pp_num2,72.40781363789999,33484.596768,proteozyme,462.44452201596863
CLPNS161pp_num1,72.40781363789999,23978.2353444,proteozyme,331.1553565794896
CLPNS161pp_num2,62.9130406955,23978.2353444,proteozyme,381.1329905425331
PAPA120pp,38.3305494649,15536.054772,proteozyme,405.3178206126853
PAPA140pp,38.3305494649,9492.4582164,proteozyme,247.64732958217624
PAPA141pp,38.3305494649,17942.632308,proteozyme,468.102663762501
PAPA160pp,38.3305494649,9448.3035576,proteozyme,246.4953852605736
PAPA161pp,38.3305494649,14822.9270568,proteozyme,386.71313779035785
PAPA180pp,38.3305494649,16282.17018,proteozyme,424.783114442695
HPYRI,77.6018855377,50196.106116,proteozyme,646.8413205193846
TPRDCOAS,41.7950691212,23356.1137464,proteozyme,558.8246230355657
FLVRx,34.659725066,10178.4353508,proteozyme,293.6675155794786
GGPTRCO,62.3002020235,59111.190108,proteozyme,948.8121737663536
HYD1pp_num1,240.0481153586,5271939.5472,proteozyme,21962.011821356824
HYD1pp_num2,637.8455275955,5271939.5472,proteozyme,8265.229305712535
HYD1pp_num3,306.7740956278,5271939.5472,proteozyme,17185.087079830526
ECAP3pp,179.58022171800002,54306.836172,proteozyme,302.40989599221894
FMNRx_num1,56.1417016791,23127.606,proteozyme,411.9505698668512
FMNRx_num2,34.659725066,23127.606,proteozyme,667.2760951207714
DHBS,156.1474633839,20871.0962028,proteozyme,133.6627297715806
MDDCP1pp_num1,55.27302927699999,54493.150896,proteozyme,985.89043533164
MDDCP1pp_num2,115.1949153594,54493.150896,proteozyme,473.05170307200814
MDDCP1pp_num3,117.4007383467,54493.150896,proteozyme,464.16361313737633
MDDCP1pp_num4,68.41379608589999,54493.150896,proteozyme,796.5228362358185
MDDCP1pp_num5,57.2503585353,54493.150896,proteozyme,951.8394694838472
MDDCP1pp_num6,63.0700806052,54493.150896,proteozyme,864.0095330955887
GUI2,71.3048361056,34845.0467832,proteozyme,488.6771877800222
OMBZLM,37.0783245836,37665.374004000005,proteozyme,1015.8326846477756
GLYCK,51.1594817685,29775.8760804,proteozyme,582.0206743910695
MLTG5,91.187488693,51313.467024000005,proteozyme,562.7248623630434
GPDDA3,36.2018596208,16136.6708736,proteozyme,445.7414907031068
2DOXG6PP_num1,30.3876847975,9865.296,proteozyme,324.64783236173423
2DOXG6PP_num2,39.2371280521,9865.296,proteozyme,251.4275761187369
2DOXG6PP_num3,32.1346712446,9865.296,proteozyme,306.99850404281926
2DOXG6PP_num4,40.1130647057,9865.296,proteozyme,245.93722948818117
AGMH,49.654064703100005,17554.432525199998,proteozyme,353.5346528056552
MPTG_num1,246.0884065195,18797.0254488,proteozyme,76.38322225192077
MPTG_num2,169.8463888626,18797.0254488,proteozyme,110.67073945273076
MPTG_num3,257.4063745111,18797.0254488,proteozyme,73.02470843817204
MPTG_num4,258.2733299083,18797.0254488,proteozyme,72.77958376683294
MPTG2_num1,257.4063745111,11151.7965828,proteozyme,43.32370013750031
MPTG2_num2,258.2733299083,11151.7965828,proteozyme,43.178273911438886
MPTG2_num3,169.8463888626,11151.7965828,proteozyme,65.65813178295728
MPTG2_num4,246.0884065195,11151.7965828,proteozyme,45.316220867626825
MCTP1App_num1,301.62519416460003,42697.940688,proteozyme,141.5595961944057
MCTP1App_num2,302.4921495618,42697.940688,proteozyme,141.15388035641135
MCTP2App_num1,301.62519416460003,125796.395304,proteozyme,417.0619621229373
MCTP2App_num2,302.4921495618,125796.395304,proteozyme,415.8666447583277
MCTP1Bpp_num1,47.6566596952,374951.4102,proteozyme,7867.765231514229
MCTP1Bpp_num2,89.5649190625,374951.4102,proteozyme,4186.364640583801
SFGTHi_num1,165.14562567829998,65737.54738799999,proteozyme,398.05806007877726
SFGTHi_num2,41.5046311385,65737.54738799999,proteozyme,1583.8605376020644
DSBCGT,67.68076707089999,35098.2169128,proteozyme,518.5847978943907
DSBGGT,72.62930727,176926.593564,proteozyme,2436.022044190426
DHNAOT4,44.370048162,28638.7639452,proteozyme,645.452622468127
AMPMS2,93.5772953592,25.2,proteozyme,0.2692960926394468
THIORDXi_num1,27.0356950008,21554.2065348,proteozyme,797.2499517457272
THIORDXi_num2,38.8843495838,21554.2065348,proteozyme,554.3157276772328
THIORDXi_num3,43.83473886509999,21554.2065348,proteozyme,491.71518053597583
PPPGO3,112.14049571959998,432.0,proteozyme,3.852310418532373
PDX5POi,67.47868880189999,108.0,proteozyme,1.600505313863761
PLIPA1A181pp,87.6019862299,9331.0861356,proteozyme,106.5168329758161
LPLIPAL2A141,51.48148622589999,9300.07818,proteozyme,180.6489839704976
CYTBO3_4pp,190.1005748949,2052552.00636,proteozyme,10797.189895373987
EAR141x,147.2078113334,14822.302788,proteozyme,100.6896485569646
EAR181x,147.2078113334,24255.1712736,proteozyme,164.76823514933096
EAR181y,147.2078113334,16968.8397924,proteozyme,115.27132723934425
G3PAT141,132.105036233,9708.9606684,proteozyme,73.49425082686355
G3PAT181,132.105036233,18222.06537,proteozyme,137.93618994101686
DASYN140,41.5433297874,24327.9837648,proteozyme,585.6050511429785
DASYN180,41.5433297874,17275.5871992,proteozyme,415.845029457404
DASYN141,41.5433297874,23858.2204128,proteozyme,574.2972586669292
CDAPPA160,37.5770484684,33511.4056188,proteozyme,891.8051572619131
CDAPPA141,37.5770484684,30059.944019999995,proteozyme,799.9548992060558
PGSA141,27.3407935638,18750.231079200003,proteozyme,685.7968857211903
5DOAN,64.3320792067,36.0,proteozyme,0.5595964011101121
FACOAE120,168.8810358769,79200.0,proteozyme,468.9691745953649
3OAR120,135.0374164476,9300.0298536,proteozyme,68.87002208909107
3HAD80_num1,50.1076181513,9300.0309192,proteozyme,185.60113735836623
3HAD80_num2,134.9799628221,9300.0309192,proteozyme,68.89934420457051
3HAD120_num1,134.9799628221,9300.0452292,proteozyme,68.89945022030577
3HAD120_num2,50.1076181513,9300.0452292,proteozyme,185.60142294368305
EAR180x,147.2078113334,12882.055338,proteozyme,87.50931911367388
EAR180y,147.2078113334,9300.0323412,proteozyme,63.176215018488726
AGPAT120,36.2594453236,9300.2419512,proteozyme,256.49156704409927
PGPP120_num1,25.6469021913,9300.055518,proteozyme,362.61905818609097
PGPP120_num2,38.3305494649,9300.055518,proteozyme,242.6277642201877
DAGK120,52.479594382,18231.9674004,proteozyme,347.41060054102456
PSSA180,69.7391917914,22589.4312324,proteozyme,323.9130057596345
PSSA161,69.7391917914,64800.0,proteozyme,929.1762398656148
PSSA141,69.7391917914,10725.5560896,proteozyme,153.79524502781285
PSD160,47.4611852912,24120.0,proteozyme,508.2047540955999
PSD161,47.4611852912,28440.0,proteozyme,599.2265010977969
PSD180,47.4611852912,11039.1984792,proteozyme,232.59424330573617
COLIPAabcpp,170.2759042422,9847.991952,proteozyme,57.83549936691126
PLIPA2A140pp,87.6019862299,9319.1450364,proteozyme,106.38052214870012
PLIPA2A141pp,87.6019862299,9319.1463468,proteozyme,106.38053710726506
PLIPA2A180pp,87.6019862299,9300.0429936,proteozyme,106.16246724353086
CU1Opp,74.6979019426,40900.175316,proteozyme,547.5411524600632
SUCDi,468.9737371296,383163.80256,proteozyme,817.0261407497823
LPLIPAL1E141pp,124.7979916878,9609.1313976,proteozyme,76.99748423547243
LALDO2x,409.0402282448,30808.043784,proteozyme,75.3178823417881
LPLIPAL1E160pp,124.7979916878,15013.902981600002,proteozyme,120.3056457764114
LPLIPAL1E180pp,124.7979916878,9300.0576852,proteozyme,74.52089219885382
LPLIPAL1E181pp,124.7979916878,9300.0516624,proteozyme,74.52084393846182
LPLIPAL1G160pp,124.7979916878,9751.6555632,proteozyme,78.13952317113531
LPLIPAL1G161pp,124.7979916878,15394.0421844,proteozyme,123.3516819958962
LPLIPAL1G120pp,124.7979916878,9607.4527932,proteozyme,76.98403366325329
PLIPA2E140pp,87.6019862299,9652.1452848,proteozyme,110.18180865750236
PLIPA2E160pp,87.6019862299,9379.5569748,proteozyme,107.07014051239172
PLIPA2A161pp,87.6019862299,9331.8480792,proteozyme,106.525530764905
PLIPA2A181pp,87.6019862299,12083.6424744,proteozyme,137.93799655053544
ALR4x,409.0402282448,45141.945912,proteozyme,110.36065109220434
LPLIPAL1G141pp,124.7979916878,9300.0566916,proteozyme,74.52088423718725
LPLIPAL1G180pp,124.7979916878,14240.04696,proteozyme,114.10477658665782
LPLIPAL1G181pp,124.7979916878,9300.05235,proteozyme,74.52084944816588
ACONTb_num1,246.9795320626,102219.957216,proteozyme,413.88027729395446
ACONTb_num2,258.0188169512,102219.957216,proteozyme,396.17249014568273
GLCP2_num1,239.1190836304,256439.292408,proteozyme,1072.4334022807286
GLCP2_num2,246.1195767623,256439.292408,proteozyme,1041.9296822359915
PLIPA2E141pp,87.6019862299,11806.1460288,proteozyme,134.77030073058282
PLIPA2E181pp,87.6019862299,9300.0593736,proteozyme,106.16265422559265
PLIPA2G140pp,87.6019862299,9300.0540924,proteozyme,106.1625939392883
3HAD161_num1,50.1076181513,9300.0280716,proteozyme,185.6010805286844
3HAD161_num2,134.9799628221,9300.0280716,proteozyme,68.89932310810597
PLIPA2G160pp,87.6019862299,9331.087626,proteozyme,106.51684998912896
PLIPA2G181pp,87.6019862299,9300.2626512,proteozyme,106.1649746935266
ASNS1,165.516630814,11068.8972336,proteozyme,66.87483414303375
EAR80y,147.2078113334,9300.0290868,proteozyme,63.17619291096623
EAR120y,147.2078113334,9300.0252456,proteozyme,63.17616681724223
3OAR181,135.0374164476,16993.4490108,proteozyme,125.8425217087454
3HAD121_num1,50.1076181513,9300.0397968,proteozyme,185.6013145290307
3HAD121_num2,134.9799628221,9300.0397968,proteozyme,68.8994099743323
EAR121y,147.2078113334,9300.0323088,proteozyme,63.17621479839171
GTHRDHpp,81.581506664,75119.991624,proteozyme,920.7968165308312
MDDCP2pp_num1,63.0700806052,26499.778704,proteozyme,420.1640215093549
MDDCP2pp_num2,115.1949153594,26499.778704,proteozyme,230.0429547721144
MDDCP2pp_num3,117.4007383467,26499.778704,proteozyme,225.72071587610148
MDDCP2pp_num4,68.41379608589999,26499.778704,proteozyme,387.34553876716654
MDDCP2pp_num5,57.2503585353,26499.778704,proteozyme,462.8753318227781
MDDCP2pp_num6,55.27302927699999,26499.778704,proteozyme,479.4341661861292
MDDCP3pp_num1,63.0700806052,26609.0792328,proteozyme,421.8970227636928
MDDCP3pp_num2,115.1949153594,26609.0792328,proteozyme,230.99178596365604
MDDCP3pp_num3,117.4007383467,26609.0792328,proteozyme,226.65171963586675
MDDCP3pp_num4,68.41379608589999,26609.0792328,proteozyme,388.94317747534114
MDDCP3pp_num5,57.2503585353,26609.0792328,proteozyme,464.7844994087348
MDDCP3pp_num6,55.27302927699999,26609.0792328,proteozyme,481.4116320538356
EAR140x,147.2078113334,18506.4541092,proteozyme,125.71652238810962
EAR40y,147.2078113334,15779.791998,proteozyme,107.19398553016676
3OAS181,113.7073287295,13204.1568168,proteozyme,116.12406134534704
EAR161y,147.2078113334,9387.6263424,proteozyme,63.771251385150094
G3PAT140,132.105036233,21089.5306344,proteozyme,159.64213958658914
G3PAT160,132.105036233,19657.2440628,proteozyme,148.80011105806426
G3PAT161,132.105036233,21670.1208612,proteozyme,164.03705323527083
AGPAT160,36.2594453236,489600.0,proteozyme,13502.688627212305
CDAPPA140,37.5770484684,9300.2299272,proteozyme,247.4976163979703
MLDCP1App_num1,47.6566596952,12050.7639372,proteozyme,252.8663153119344
MLDCP1App_num2,45.4492517803,12050.7639372,proteozyme,265.1476859388785
MLDCP1App_num3,89.5649190625,12050.7639372,proteozyme,134.54781250671104
MLDCP1App_num4,45.7461615507,12050.7639372,proteozyme,263.42677786953254
MLDCP1App_num5,44.0151564569,12050.7639372,proteozyme,273.7866886603074
EAR160y,147.2078113334,9300.0347244,proteozyme,63.17623120784701
EAR100y,147.2078113334,9300.0306492,proteozyme,63.17620352453345
3OAR141,135.0374164476,9300.0344184,proteozyme,68.87005589305531
3OAR161,135.0374164476,9300.0559212,proteozyme,68.87021512892169
3HAD141_num1,50.1076181513,9300.023711999998,proteozyme,185.6009935239501
3HAD141_num2,134.9799628221,9300.023711999998,proteozyme,68.89929080997884
EAR121x,147.2078113334,14092.4000736,proteozyme,95.73133345270092
PSD140,47.4611852912,23485.3458912,proteozyme,494.8326879555308
MICITDr,246.9795320626,24735.8522376,proteozyme,100.15345008966328
CDAPPA181,37.5770484684,32332.5931716,proteozyme,860.4346133994461
PGSA140,27.3407935638,9537.6243744,proteozyme,348.84226575735136
LPLIPAL1A141pp,124.7979916878,10375.3539324,proteozyme,83.13718668130036
LPLIPAL1A180pp,124.7979916878,9300.0460536,proteozyme,74.5207989954309
LPLIPAL1E140pp,124.7979916878,9607.4601552,proteozyme,76.98409265458722
LPLIPAL1E161pp,124.7979916878,13796.9729244,proteozyme,110.55444673272544
LPLIPAL1G140pp,124.7979916878,9300.0393576,proteozyme,74.52074534072132
ACONTa_num1,246.9795320626,77882.093748,proteozyme,315.3382513019736
ACONTa_num2,258.0188169512,77882.093748,proteozyme,301.8465655655266
MLDCP2App_num1,89.5649190625,61771.372884,proteozyme,689.6826740935793
MLDCP2App_num2,47.6566596952,61771.372884,proteozyme,1296.17504204185
MLDCP2App_num3,45.7461615507,61771.372884,proteozyme,1350.3072343138433
MLDCP2App_num4,44.0151564569,61771.372884,proteozyme,1403.41141225948
MLDCP2App_num5,45.4492517803,61771.372884,proteozyme,1359.1284886844896
PGPP120pp_num1,25.6469021913,39502.055772,proteozyme,1540.2271774327571
PGPP120pp_num2,38.3305494649,39502.055772,proteozyme,1030.563253682882
PGPP181pp_num1,25.6469021913,9508.8305196,proteozyme,370.7594175964693
PGPP181pp_num2,38.3305494649,9508.8305196,proteozyme,248.07446416356265
PGSA181,27.3407935638,9766.9983312,proteozyme,357.23170611008845
PGPP140_num1,25.6469021913,9921.2145372,proteozyme,386.8387091430285
PGPP140_num2,38.3305494649,9921.2145372,proteozyme,258.8330894208819
PGPP141_num1,25.6469021913,9300.0627792,proteozyme,362.6193413080037
PGPP141_num2,38.3305494649,9300.0627792,proteozyme,242.6279536565538
MDDCP5pp_num1,63.0700806052,152010.895932,proteozyme,2410.1902910754648
MDDCP5pp_num2,115.1949153594,152010.895932,proteozyme,1319.5972709189182
MDDCP5pp_num3,117.4007383467,152010.895932,proteozyme,1294.8035768147524
MDDCP5pp_num4,68.41379608589999,152010.895932,proteozyme,2221.933361819829
MDDCP5pp_num5,57.2503585353,152010.895932,proteozyme,2655.1955275227074
MDDCP5pp_num6,55.27302927699999,152010.895932,proteozyme,2750.1821036476867
MLTGY3pp_num1,65.2692997275,26411.4499608,proteozyme,404.6534905547949
MLTGY3pp_num2,52.9795069625,26411.4499608,proteozyme,498.5220036021584
MLTGY3pp_num3,53.1687737334,26411.4499608,proteozyme,496.7473971326263
MLTGY3pp_num4,96.8829260236,26411.4499608,proteozyme,272.6120178736793
MLTGY3pp_num5,53.3732293938,26411.4499608,proteozyme,494.8445177624578
MLTGY3pp_num6,29.3562931618,26411.4499608,proteozyme,899.6861359583372
MLTGY3pp_num7,77.0039716006,26411.4499608,proteozyme,342.98815258243394
MLTGY3pp_num8,50.5161332402,26411.4499608,proteozyme,522.8319799382855
G3PAT180,132.105036233,9300.0617244,proteozyme,70.39899453944386
AGPAT140,36.2594453236,11008.2869352,proteozyme,303.59777533704005
PGSA160,27.3407935638,10557.8069256,proteozyme,386.15583344218805
